0.893,1.849,0.9999870328720055,0.0011428663057023174,0.0011248342851726822,-0.004833496899790735
0.883,1.853,0.9999707644513862,0.0008526128856056188,0.0001050516796935342,-0.007598174644063704
0.893,1.851,0.9998903261088362,0.0014856369349719543,-0.0038091867715675343,-0.014234420711839002
0.906,1.851,0.9998779872375894,0.001738769236057969,-0.003542370748424978,-0.01511419626481214
0.917,1.85,0.9998484064596416,0.0013330169181314361,-0.003505315153598996,-0.017002938913168064
0.927,1.849,0.9998465356969211,0.0015603633310202,-0.002766590185950053,-0.01722835743430251
0.939,1.846,0.9998273068761947,0.0016511139004309313,-0.0027937628577678754,-0.018298227692250202
0.95,1.844,0.9998111132347783,0.001974102355778215,-0.0019456132490076345,-0.01923682305390151
0.963,1.844,0.9997890112288528,0.0019517020464297893,-0.002457951765826174,-0.02029981177921314
0.975,1.844,0.9997718384681942,0.0014413068220699393,-0.002824515023350971,-0.021123819622745788
0.986,1.846,0.9997568507456255,0.001772936784648656,-0.003199441274753728,-0.021745336462698495
0.997,1.846,0.9997447754255111,0.002027801270866494,-0.0034969297996615576,-0.022227089629008323
1.009,1.846,0.9997316953438783,0.002399752125543847,-0.0032194274854086755,-0.02281257989041635
1.021,1.845,0.9997027903922513,0.002333347123427917,-0.0028248737661645843,-0.024102001189799604
1.034,1.843,0.9997024181410112,0.0016333750528190792,-0.002266417690056268,-0.0242336666603582
1.048,1.842,0.9996825667376592,0.001587034691689881,-0.0021133769044118103,-0.025055552673057757
1.061,1.838,0.9996596655273939,0.001114944995483588,-0.0016942590593062266,-0.02600845057968254
1.074,1.835,0.9996444312776649,0.0010099559675922033,-0.0017748105436607344,-0.026586482505801978
1.088,1.834,0.999652680427342,0.001649281109547342,-0.0017736517030439228,-0.026242190188477177
1.102,1.833,0.9996368153360309,0.0014459371665981745,-0.0018489900855937543,-0.026846376407462902
1.112,1.834,0.9996215463803946,0.0019431674188645667,-0.0019056595405320545,-0.02737437805989701
1.124,1.834,0.9996431014080918,0.002435375471133758,-0.0014154910528638171,-0.026565675948582723
1.138,1.835,0.9996402525607845,0.002755222786921319,-0.0006918404584736696,-0.026670124941307383
1.151,1.836,0.9996164355382348,0.0026323119894515958,-0.0003050839873500735,-0.027567365836891844
